descriptor,Te,r^2 (Te),Vp,RMSE (Vp),n0,Vf,i_sat
18.51150202976996,3.82191292017497,0.9856713206354311,8.15,0.04825026108804308,7377674071.659134,-0.97625,-2.1527777777777753e-05
18.998646820027066,3.9502488668236695,0.9842062222542801,8.13,0.05981032166879331,6922424728.079982,-0.97625,-2.0535714285714248e-05
19.485791610284167,3.950248866823693,0.9842062222542795,9.12625,0.05190171680227186,6922424728.079968,-0.97625,-2.0535714285714268e-05
19.972936400541272,3.761546360681769,0.9999674810086505,8.13,0.060031315776420915,6716963481.545725,-0.97625,-1.9444444444444408e-05
20.460081190798377,3.7540148454130797,0.9999655778079283,8.13,0.06534027825551318,6689393497.921014,-0.97625,-1.9345238095238057e-05
20.94722598105548,3.889355854910701,0.999982187597117,8.13,0.05969046695612508,7178618740.396048,-0.97625,-2.1130952380952347e-05
21.434370771312587,3.8818490635974388,0.9999821836825418,8.13,0.05971040922098126,7151821453.744687,-0.97625,-2.1031746031745995e-05
21.92151556156969,4.3528347760219805,0.989055000513784,9.146250000000002,0.05257144902165678,6626395735.670411,-0.99625,-2.0634920634920575e-05
22.408660351826793,4.335778162568597,0.983674306815618,9.146250000000002,0.05236218738155604,7022460081.708681,-0.99625,-2.1825396825396777e-05
22.895805142083898,4.222392316288572,0.9414679093777992,8.13,0.053089375644823036,7213162180.6917,-0.99625,-2.212301587301585e-05
23.382949932341003,4.362987162085355,0.981850122199861,9.146250000000002,0.07193701981491832,7127811008.28299,-0.99625,-2.2222222222222237e-05
23.870094722598107,4.3551541124809185,0.9818619562541069,9.146250000000002,0.06472963925859922,7102368874.497167,-0.99625,-2.212301587301588e-05
24.357239512855212,4.012909496248134,0.9515648800331061,9.146250000000002,0.0656055372579426,6071856965.8228,-0.99625,-1.8154761904761903e-05
24.844384303112314,4.411951702411515,0.9747844691779428,9.146250000000002,0.0656499575332459,5727476623.284362,-0.99625,-1.7956349206349203e-05
25.33152909336942,4.296186453224854,0.9892762662536075,9.12625,0.06520845495286877,6445470454.197421,-0.99625,-1.9940476190476216e-05
25.818673883626523,3.9496770571861757,0.9828228948017925,8.11,0.060191250418380894,6287488168.642506,-0.99625,-1.8650793650793664e-05
26.30581867388363,3.8744834263837413,0.9833322819231968,8.11,0.06039467169705803,6010536291.785718,-0.99625,-1.765873015873018e-05
26.792963464140733,4.162674010861621,0.9910419909883712,9.12625,0.059969071102301603,6482865342.519884,-0.99625,-1.974206349206351e-05
27.280108254397838,3.9971585071656546,0.984804403843895,8.11,0.05978850988244926,6914929790.022074,-1.0162499999999999,-2.063492063492065e-05
27.76725304465494,4.4933332110821,0.9497801143579907,9.12625,0.06514155204440691,6521975264.352566,-1.0162499999999999,-2.0634920634920647e-05
28.254397834912044,4.779828408932397,0.9408524916151901,9.12625,0.06468565588833732,6961926829.119666,-1.0162499999999999,-2.2718253968253994e-05
28.74154262516915,4.330787354992093,0.991547432991453,9.12625,0.06490194742093995,6994566604.501081,-1.0162499999999999,-2.1726190476190486e-05
29.228687415426254,4.176457630821201,0.9920959339676525,8.11,0.053946110761674444,6472158757.08679,-1.0162499999999999,-1.9742063492063493e-05
29.71583220568336,4.214215205287749,0.9808039117198911,8.11,0.04816723897489373,7155402098.85756,-1.0162499999999999,-2.1924603174603216e-05
30.20297699594046,4.221718833775318,0.980758115151415,8.11,0.05412414741685517,7181388909.851678,-1.0162499999999999,-2.2023809523809564e-05
30.690121786197565,3.9810425127616624,0.9822820492975233,8.11,0.05638169799388534,6329294715.129933,-1.0162499999999999,-1.8849206349206404e-05
31.17726657645467,3.981042512761651,0.9822820492975237,8.11,0.05113172898144375,6329294715.129936,-1.0162499999999999,-1.8849206349206384e-05
31.664411366711775,4.055218866097202,0.9998335290866838,8.11,0.06267249409432316,6502183205.715962,-1.0162499999999999,-1.9543650793650848e-05
32.15155615696888,4.052632990686234,0.99253502602048,8.11,0.0629686191226962,6042025824.609837,-1.0162499999999999,-1.815476190476195e-05
32.638700947225985,3.975064277227742,0.9928082706063541,8.11,0.05985249372352407,5767321349.112612,-1.0162499999999999,-1.7162698412698452e-05
33.12584573748309,4.325755141647478,0.974461303628235,9.12625,0.06539685447177639,5464686714.223125,-1.0162499999999999,-1.6964285714285722e-05
33.612990527740195,4.031531087591227,0.9915089739570886,8.09,0.06515337727749387,6024714990.337225,-1.0162499999999999,-1.8055555555555575e-05
34.10013531799729,4.01607690069768,0.9915637490371926,8.09,0.05768065524030534,5969962734.827388,-1.0162499999999999,-1.785714285714288e-05
34.5872801082544,4.127824328512324,0.974014376175018,8.09,0.053902850617913785,5855885184.870439,-1.0162499999999999,-1.7757936507936548e-05
35.0744248985115,4.4581890124779635,0.9740466737111391,9.10625,0.05790238919264756,5319950498.19667,-1.0162499999999999,-1.6765873015873046e-05
35.56156968876861,4.68375320595794,0.9733873532371177,9.10625,0.05436026872923466,5466673369.569942,-1.0162499999999999,-1.7658730158730193e-05
36.04871447902571,4.550433924918314,0.9970213245346924,9.08625,0.054341337698760483,5577335243.456571,-1.03625,-1.775793650793655e-05
36.53585926928282,4.550433924918314,0.9970213245346924,9.08625,0.054341337698760483,5577335243.456571,-1.03625,-1.775793650793655e-05
37.02300405953992,4.324678950200339,0.9976324499542617,8.09,0.04911111228019435,5305560571.169992,-1.03625,-1.6468253968253995e-05
37.51014884979703,4.280865913970241,0.9837488344390644,8.09,0.039077535205944376,5686009475.278406,-1.03625,-1.7559523809523845e-05
37.99729364005413,4.429504108973114,0.997785325354206,8.09,0.03905031759411307,5652955956.004842,-1.03625,-1.7757936507936537e-05
38.484438430311236,4.169283082675177,0.9448448255681069,8.09,0.03903672301965502,5859248783.916221,-1.03625,-1.7857142857142886e-05
38.971583220568334,4.24574867524913,0.9447519492628267,8.09,0.04020464086968936,6128816023.542825,-1.03625,-1.8849206349206374e-05
39.45872801082544,4.461111832056201,0.9835062048277387,9.08625,0.040072053907710584,6293736635.53296,-1.05625,-1.984126984126984e-05
39.945872801082544,4.176934034122874,0.9448353906831943,8.09,0.050937709230749785,5886401644.307883,-1.05625,-1.795634920634924e-05
40.43301759133965,4.492052036558594,0.8914843597543352,9.08625,0.05076666624394923,5989783197.030854,-1.05625,-1.894841269841273e-05
40.920162381596754,4.05914926460864,0.9464381706692596,8.09,0.05959351370293266,5971194108.759556,-1.05625,-1.7956349206349224e-05
